"","Name","Team","birthday","mlbid","playerid"
"3773","Sonny Vargas","Giants (R)",2000-11-08,681641,"sa3006163"
"3774","Spencer Adams","- - -",1996-04-13,656181,"sa828687"
"3775","Spencer Herrmann","- - -",1993-08-06,657607,"sa829717"
"3776","Spencer Howard","Phillies (A)",1996-07-28,675921,"sa3004923"
"3777","Spencer Jones","- - -",1994-09-22,663391,"sa918190"
"3778","Spencer Kulman","- - -",1995-03-29,669290,"sa3004921"
"3779","Spencer Moran","- - -",1996-04-02,656763,"sa829020"
"3780","Spenser Watkins","- - -",1992-08-27,657093,"sa829520"
"3781","Stalyn Sanchez","Rockies (R)",2000-07-10,682925,"sa3008456"
"3782","Stanley Guzman","Rangers (R)",1999-12-28,681719,"sa3006519"
"3783","Stanly Sabino","Rays (R)",1997-09-26,666565,"sa917791"
"3784","Starlin Balbuena","Cardinals (R)",1998-03-04,658553,"sa872478"
"3785","Starlin Cordero","Padres (R)",1998-07-21,664318,"sa874250"
"3786","Starling Javier","- - -",2000-12-17,682563,"sa3007820"
"3787","Starlyn Reynoso","Pirates (R)",1997-07-29,679932,"sa3006147"
"3788","Steffon Moore","- - -",1997-06-25,682064,"sa3007857"
"3789","Stephen Bruno","Cubs (AAA)",1990-11-17,572738,"sa502917"
"3790","Stephen Greenlees","- - -",1996-05-07,677535,"sa3004774"
"3791","Stephen Keller","Reds (R)",1997-11-19,676160,"sa3004943"
"3792","Stephen Kolek","- - -",1997-04-18,663568,"sa3007990"
"3793","Stephen Nogosek","- - -",1995-01-11,668665,"sa873682"
"3794","Stephen Perakslis","Mariners (AA)",1991-01-15,608698,"sa621679"
"3795","Stephen Ridings","Cubs (A-)",1995-08-14,670050,"sa918119"
"3796","Stephen Yancey","- - -",1995-11-08,681971,"sa3007253"
"3797","Sterling Sharp","- - -",1995-05-30,643532,"sa738458"
"3798","Stetson Allie","- - -",1991-03-13,592105,"sa548192"
"3799","Stetson Woods","- - -",1995-01-15,657138,"sa829165"
"3800","Steve Berman","Dodgers (A+)",1994-11-28,670281,"sa873599"
"3801","Steven Bruce","Rangers (A+)",1992-03-07,670642,"sa919819"
"3802","Steven Cruz","Twins (R)",1999-06-15,674444,"sa3003140"
"3803","Steven Farnworth","- - -",1993-09-06,641566,"sa829337"
"3804","Steven Fuentes","- - -",1997-05-04,651002,"sa828326"
"3805","Steven Jennings","Pirates (R)",1998-11-13,675651,"sa3004812"
"3806","Steven Klimek","Orioles (A+)",1994-04-04,664784,"sa876117"
"3807","Steven Perez","Indians (R)",2001-04-21,682897,"sa3008362"
"3808","Steven Wilson","- - -",1994-08-24,621051,"sa3006795"
"3809","Stevie Ledesma","- - -",1995-11-22,682072,"sa3007814"
"3810","Stiven Gutierrez","- - -",2001-06-21,681618,"sa3006416"
"3811","Stiven Montilla","Athletics (R)",1999-11-21,681028,"sa3006514"
"3812","Sucre Valdez","- - -",1993-09-01,664370,"sa878292"
"3813","Sven Schueller","- - -",1996-01-17,644427,"sa837843"
"3814","T.J. Weir","- - -",1991-09-15,657798,"sa829207"
"3815","T.J. Zeuch","- - -",1995-08-01,643615,"sa738498"
"3816","Tad Ratliff","Royals (A)",1996-04-03,677520,"sa3004683"
"3817","Tahnaj Thomas","Indians (R)",1999-06-16,673231,"sa3003066"
"3818","Tai Tiedemann","Rangers (A-)",1996-05-31,670048,"sa918110"
"3819","Taj Bradley","Rays (R)",2001-03-20,671737,"sa3007839"
"3820","Tanner Allison","- - -",1995-05-23,676753,"sa3005032"
"3821","Tanner Andrews","- - -",1995-11-15,681084,"sa3007850"
"3822","Tanner Banks","- - -",1991-10-24,621383,"sa829193"
"3823","Tanner Chleborad","Orioles (AA)",1992-11-04,607222,"sa599273"
"3824","Tanner Chock","- - -",1996-08-08,676517,"sa3007472"
"3825","Tanner Dodson","Rays (A-)",1997-05-09,663541,"sa3007008"
"3826","Tanner Driskill","- - -",1996-01-18,681834,"sa3007480"
"3827","Tanner Duncan","- - -",1994-08-12,677365,"sa3004368"
"3828","Tanner English","Twins (AA)",1993-03-11,605221,"sa599081"
"3829","Tanner Houck","Red Sox (A+)",1996-06-29,656557,"sa829037"
"3830","Tanner Howell","- - -",1995-03-29,682206,"sa3006839"
"3831","Tanner Kiest","Twins (A)",1994-09-16,641750,"sa738380"
"3832","Tanner Lawson","Braves (R)",1996-10-25,667454,"sa3007208"
"3833","Tanner Myatt","- - -",1998-05-21,669251,"sa3007719"
"3834","Tanner Raiburn","Red Sox (A-)",1994-12-28,676970,"sa3004675"
"3835","Tanner Tully","Indians (A+)",1994-11-30,668684,"sa873685"
"3836","Tarik Skubal","- - -",1996-11-20,669373,"sa3007593"
"3837","Tate Budnick","- - -",1996-04-25,682444,"sa3006997"
"3838","Tate Scioneaux","Pirates (AA)",1992-12-14,665134,"sa857686"
"3839","Tayler Saucedo","- - -",1993-06-18,642048,"sa875298"
"3840","Tayler Scott","Rangers (AAA)",1992-06-01,605463,"sa597840"
"3841","Taylor Ahearn","- - -",1994-11-25,676957,"sa3004485"
"3842","Taylor Braley","- - -",1996-01-13,676603,"sa3005145"
"3843","Taylor Bryant","Cardinals (A+)",1994-12-16,641412,"sa3004607"
"3844","Taylor Clarke","Diamondbacks (AAA)",1993-05-13,664199,"sa874810"
"3845","Taylor Guilbeau","Nationals (A+)",1993-05-12,607555,"sa602564"
"3846","Taylor Hearn","- - -",1994-08-30,621368,"sa658531"
"3847","Taylor Henry","Mets (A)",1993-07-06,664905,"sa875295"
"3848","Taylor Lehman","Phillies (R)",1995-12-30,656647,"sa3007834"
"3849","Taylor Varnell","White Sox (R)",1995-05-05,669375,"sa3006806"
"3850","Taylor Widener","Diamondbacks (AA)",1994-10-24,642203,"sa918271"
"3851","Ted Cillis","- - -",1994-08-12,682179,"sa3006838"
"3852","Teddy Stankiewicz","- - -",1993-11-25,621103,"sa657954"
"3853","Tejay Antone","Reds (A+)",1993-12-05,622088,"sa658534"
"3854","Teodoro Ortega","Athletics (R)",2000-03-12,678408,"sa3006486"
"3855","Terance Marin","Mexican (AAA)",1989-08-21,598718,"sa556821"
"3856","Thad Ward","Red Sox (A-)",1997-01-16,663658,"sa3008098"
"3857","Theo McDowell","Rangers (R)",1998-12-02,681875,"sa3007809"
"3858","Thomas Burrows","- - -",1994-09-14,641425,"sa874215"
"3859","Thomas Jankins","- - -",1995-07-02,669725,"sa873276"
"3860","Thomas McIlraith","Mets (A+)",1994-02-17,641852,"sa875253"
"3861","Thomas Melgarejo","Mexican (AAA)",1987-01-10,484132,"sa328570"
"3862","Thomas Ponticelli","- - -",1997-04-15,681856,"sa3007730"
"3863","Thomas St. Clair","- - -",1994-05-16,676858,"sa3004021"
"3864","Thony Amoroso","Nationals (R)",1998-08-02,672722,"sa3002608"
"3865","Thowar Martinez","Yankees (R)",1998-03-29,679465,"sa3006574"
"3866","Tim Berry","Phillies (AA)",1991-03-18,572718,"sa503777"
"3867","Tim Cate","- - -",1997-09-30,669420,"sa3007926"
"3868","Tim Hardy","- - -",1996-03-01,676746,"sa3004104"
"3869","Tim Herrin","Indians (R)",1996-10-08,682120,"sa3007262"
"3870","Tobias Myers","Rays (A)",1998-08-05,668964,"sa918088"
"3871","Todd Van Steensel","Twins (AA)",1991-01-14,573667,"sa505234"
"3872","Tom Colletti","- - -",1995-06-22,677720,"sa3004927"
"3873","Tom Cosgrove","Padres (A)",1996-06-14,676680,"sa915675"
"3874","Tom de Blok","- - -",1996-05-08,650851,"sa971762"
"3875","Tom Eshelman","Phillies (AAA)",1994-06-20,664045,"sa874778"
"3876","Tom Hackimer","Twins (A+)",1994-06-28,664785,"sa872726"
"3877","Tom Sutera","Phillies (R)",1997-05-29,683053,"sa3008478"
"3878","Tom Windle","Phillies (AAA)",1992-03-10,592874,"sa549785"
"3879","Tomas Alastre","Nationals (A)",1998-06-11,658647,"sa873529"
"3880","Tomas Reyes","Indians/Brewers (R)",1999-09-23,683015,"sa3008445"
"3881","Tomas Solis","- - -",1982-10-02,477584,"sa508197"
"3882","Tommy Bergjans","- - -",1992-12-01,664225,"sa875211"
"3883","Tommy DeJuneas","- - -",1995-10-24,656365,"sa915735"
"3884","Tommy Doyle","Rockies (A)",1996-05-01,656382,"sa829687"
"3885","Tommy Eveld","- - -",1993-12-30,669746,"sa918150"
"3886","Tommy Nance","Cubs (AA)",1991-03-19,667297,"sa919392"
"3887","Tommy Parsons","Cardinals (R)",1995-09-01,682418,"sa3007624"
"3888","Tommy Romero","- - -",1997-07-08,676720,"sa3004469"
"3889","Tommy Wilson","Mets (A-)",1996-05-26,681935,"sa3008072"
"3890","Tony Amezcua","- - -",1991-05-27,592107,"sa548382"
"3891","Tony Dibrell","Mets (A)",1995-11-08,675914,"sa3004657"
"3892","Tony Gonsolin","- - -",1994-05-14,664062,"sa918175"
"3893","Tony Guerra","Mexican (AAA)",1989-04-03,664252,"sa870202"
"3894","Tony Hernandez","Yankees (R)",1996-08-08,670171,"sa918363"
"3895","Tony Santillan","- - -",1997-04-15,663574,"sa874781"
"3896","Travis Bergen","- - -",1993-10-08,664157,"sa856186"
"3897","Travis Herrin","- - -",1995-04-29,663386,"sa875780"
"3898","Travis Lakins","- - -",1994-06-29,664042,"sa873678"
"3899","Travis MacGregor","- - -",1997-10-15,669740,"sa917950"
"3900","Travis Moths","- - -",1995-09-22,676218,"sa3008484"
"3901","Travis Neubeck","- - -",1995-03-13,663999,"sa875202"
"3902","Travis Ott","- - -",1995-06-29,643477,"sa738460"
"3903","Travis Perry","- - -",1997-03-08,682098,"sa3007488"
"3904","Travis Radke","- - -",1993-03-06,607692,"sa602806"
"3905","Travis Seabrooke","- - -",1995-09-16,615701,"sa738330"
"3906","Trent Autry","Diamondbacks (R)",1997-08-12,676729,"sa3004016"
"3907","Trent Fennell","Rockies (R)",1995-11-26,682034,"sa3007811"
"3908","Trent Johnson","- - -",1996-08-12,670082,"sa918354"
"3909","Trent Shelton","Padres (R)",1994-06-24,682591,"sa3007864"
"3910","Trent Szkutnik","- - -",1993-08-21,630241,"sa709586"
"3911","Trent Thornton","Astros (AAA)",1993-09-30,663423,"sa857695"
"3912","Trent Toplikar","Giants (A-)",1996-05-21,657050,"sa3007803"
"3913","Trevor Bettencourt","- - -",1994-07-21,670422,"sa918556"
"3914","Trevor Charpie","Rays (A+)",1993-12-30,677424,"sa3004606"
"3915","Trevor Clifton","- - -",1995-05-11,641461,"sa737901"
"3916","Trevor Frank","- - -",1991-06-23,641587,"sa737842"
"3917","Trevor Horn","- - -",1995-12-25,661525,"sa3007457"
"3918","Trevor Kelley","- - -",1993-10-20,665001,"sa827465"
"3919","Trevor Lane","- - -",1994-04-26,670065,"sa918196"
"3920","Trevor McKenna","Diamondbacks (A-)",1996-05-17,682415,"sa3006709"
"3921","Trevor Megill","- - -",1993-12-05,656730,"sa828803"
"3922","Trevor Rogers","Marlins (A)",1997-11-13,669432,"sa3005423"
"3923","Trevor Stephan","- - -",1995-11-25,663986,"sa918441"
"3924","Trey Ball","Red Sox (AA)",1994-06-27,640441,"sa737438"
"3925","Trey Cobb","- - -",1994-06-24,641464,"sa918276"
"3926","Trey Cochran-Gill","- - -",1992-12-10,605184,"sa827389"
"3927","Trey Cumbie","Rays (A-)",1996-07-12,663924,"sa3006954"
"3928","Trey Killian","Rockies (A+)",1994-03-24,621133,"sa827345"
"3929","Trey Riley","Braves (R)",1998-04-21,681803,"sa3007611"
"3930","Trey Supak","- - -",1996-05-31,657022,"sa828707"
"3931","Trey Teakell","Tigers (A+)",1992-02-17,664840,"sa827438"
"3932","Trey Turner","- - -",1996-06-15,676647,"sa3006696"
"3933","Tristan Archer","- - -",1990-10-18,572687,"sa503277"
"3934","Tristan Beck","Braves (R)",1996-06-24,663941,"sa3008526"
"3935","Triston McKenzie","Indians (AA)",1997-08-02,663474,"sa874760"
"3936","Troy Bacon","- - -",1996-09-26,663823,"sa918926"
"3937","Troy Miller","Blue Jays (A-)",1997-02-13,663632,"sa3008453"
"3938","Troy Montemayor","Cardinals (A-)",1996-06-06,673998,"sa3006961"
"3939","Troy Watson","Blue Jays (R)",1997-06-11,681890,"sa3007249"
"3940","Tucker Davidson","Braves (A+)",1996-03-25,656353,"sa918393"
"3941","Tucker Healy","- - -",1990-06-15,605272,"sa621510"
"3942","Tulio Santa Maria","Angels (R)",2000-06-06,672667,"sa3003016"
"3943","Turner Larkins","Blue Jays (A)",1995-11-06,656640,"sa829565"
"3944","Ty Boyles","Reds (A+)",1995-09-30,641388,"sa737945"
"3945","Ty Cohen","Cardinals (R)",1996-02-23,682148,"sa3007816"
"3946","Ty Culbreth","Rockies (A+)",1994-04-09,621346,"sa918095"
"3947","Ty Damron","- - -",1994-07-28,641499,"sa738284"
"3948","Ty Tice","- - -",1996-07-04,676709,"sa3004015"
"3949","Tyler Alexander","- - -",1994-07-14,641302,"sa738285"
"3950","Tyler Alexander","Mexican (AAA)",1991-09-22,622066,"sa738376"
"3951","Tyler Benninghoff","Twins (R)",1997-09-17,668797,"sa918219"
"3952","Tyler Bray","Cardinals (AA)",1991-10-03,657528,"sa829423"
"3953","Tyler Buffett","Reds (A)",1995-05-22,670039,"sa918044"
"3954","Tyler Carr","- - -",1996-05-01,682130,"sa3007491"
"3955","Tyler Cohen","Rangers (R)",1995-06-20,641467,"sa3007770"
"3956","Tyler Cyr","Giants (AA)",1993-05-05,664202,"sa875270"
"3957","Tyler Davis","Rangers (AA)",1993-01-05,664895,"sa875355"
"3958","Tyler Day","Rays (A)",1994-01-22,676752,"sa3004105"
"3959","Tyler Eppler","Pirates (AAA)",1993-01-05,621169,"sa829043"
"3960","Tyler Erwin","Orioles (A+)",1994-08-29,670428,"sa918535"
"3961","Tyler Fallwell","Phillies (A)",1995-11-08,669747,"sa918454"
"3962","Tyler Ferguson","- - -",1993-10-05,621053,"sa658964"
"3963","Tyler Frohwirth","Marlins (A)",1993-09-13,670327,"sa918707"
"3964","Tyler Gilbert","- - -",1993-12-22,656457,"sa875068"
"3965","Tyler Gray","Royals (R)",1997-03-12,676781,"sa3007723"
"3966","Tyler Herb","- - -",1992-04-28,600355,"sa829625"
"3967","Tyler Higgins","Mariners (AAA)",1991-04-22,572371,"sa503722"
"3968","Tyler Ivey","- - -",1996-05-12,663959,"sa3004574"
"3969","Tyler Jackson","- - -",1993-10-22,676528,"sa3004743"
"3970","Tyler Jandron","Diamondbacks (R)",1995-05-21,682413,"sa3006995"
"3971","Tyler Jay","Twins (AA)",1994-04-19,664079,"sa857588"
"3972","Tyler Johnson","Yankees (R)",1996-07-12,682127,"sa3007736"
"3973","Tyler Johnson","- - -",1995-08-21,656592,"sa915688"
"3974","Tyler Jones","Marlins (R)",1995-12-07,682056,"sa3007999"
"3975","Tyler Jones","Pirates (AAA)",1989-09-05,592448,"sa549495"
"3976","Tyler Joyner","- - -",1996-05-10,682125,"sa3006836"
"3977","Tyler Kane","- - -",1992-08-23,643388,"sa738905"
"3978","Tyler Keele","- - -",1993-08-17,669922,"sa918336"
"3979","Tyler Kolek","- - -",1995-12-15,656626,"sa828660"
"3980","Tyler Mapes","- - -",1991-07-18,605356,"sa603121"
"3981","Tyler Mark","- - -",1994-10-18,664012,"sa875058"
"3982","Tyler McKay","Phillies (R)",1997-08-18,681473,"sa3007851"
"3983","Tyler Mitzel","- - -",1996-05-10,682523,"sa3007862"
"3984","Tyler Mondile","Reds (A)",1997-11-04,668677,"sa918013"
"3985","Tyler Mortensen","- - -",2000-06-25,677345,"sa3007897"
"3986","Tyler Palm","Twins (R)",1994-12-10,682446,"sa3007270"
"3987","Tyler Pearson","Cubs (A+)",1992-04-15,592624,"sa550031"
"3988","Tyler Peyton","Cubs (A+)",1994-03-31,664709,"sa876105"
"3989","Tyler Phillips","- - -",1997-10-27,663969,"sa875646"
"3990","Tyler Pike","Braves (AA)",1994-01-26,621377,"sa657974"
"3991","Tyler Rogers","Giants (AAA)",1990-12-17,643511,"sa739036"
"3992","Tyler Schimpf","- - -",1995-08-07,656937,"sa829573"
"3993","Tyler Smith","Angels (R)",1995-11-20,681819,"sa3006828"
"3994","Tyler Stevens","- - -",1996-04-04,676744,"sa915801"
"3995","Tyler Suellentrop","Mariners (R)",1997-01-22,681872,"sa3006831"
"3996","Tyler Thomas","- - -",1995-12-22,668869,"sa873974"
"3997","Tyler Tungate","- - -",1996-02-02,670783,"sa3006807"
"3998","Tyler Viza","- - -",1994-10-21,643588,"sa738610"
"3999","Tyler Watson","- - -",1993-06-09,623360,"sa659063"
"4000","Tyler Watson","- - -",1997-05-22,663533,"sa876164"
"4001","Tyler Wells","- - -",1994-08-26,669330,"sa918346"
"4002","Tyler Zombro","Rays (A)",1994-09-02,677742,"sa873686"
"4003","Tyler Zuber","- - -",1995-06-16,676604,"sa915650"
"4004","Tylor Megill","Mets (A-)",1995-07-28,656731,"sa3007988"
"4005","Tyree Thompson","Rangers (A)",1997-06-12,670401,"sa918618"
"4006","Tyson Miller","Cubs (A+)",1995-07-29,668338,"sa873257"
"4007","Tyson Perez","- - -",1989-12-27,607316,"sa598434"
"4008","Uarlim German","- - -",1996-08-02,673654,"sa3003111"
"4009","Ulises Joaquin","Mexican (AAA)",1992-06-11,600914,"sa597845"
"4010","Ulises Lopez","Mexican (AAA)",1989-05-31,666510,"sa897261"
"4011","Ulises Perez","Mariners (A-)",1997-07-14,650858,"sa826677"
"4012","Valente Bellozo","Astros (R)",2000-01-04,678368,"sa3006119"
"4013","Valentin Linarez","Pirates (R)",2000-02-14,679066,"sa3006557"
"4014","Valentin Morales","Mexican (AAA)",1996-09-14,683032,"sa3008440"
"4015","Vance Tatum","- - -",1995-05-02,667673,"sa874233"
"4016","Vanny Valenzuela","- - -",1987-08-14,547374,"sa509795"
"4017","Victor Acosta","Tigers (R)",1998-06-24,680845,"sa3006412"
"4018","Victor Azor","Rockies (R)",2000-11-11,681166,"sa3007238"
"4019","Victor Castaneda","Brewers (R)",1998-08-27,674810,"sa978399"
"4020","Victor Cavalieri","- - -",1995-08-26,682223,"sa3007494"
"4021","Victor Concepcion","Giants (R)",1996-11-23,650865,"sa827971"
"4022","Victor Diaz","Brewers (A+)",1993-10-06,622273,"sa659749"
"4023","Victor Espinosa","Mexican (AAA)",1980-12-31,470451,"sa226410"
"4024","Victor Garcia","Red Sox (A-)",1997-06-15,660601,"sa873197"
"4025","Victor Gomez","Angels (R)",2000-10-19,678731,"sa3005838"
"4026","Victor Gonzalez","- - -",1995-11-16,624647,"sa739644"
"4027","Victor Isturiz","- - -",1997-03-08,666790,"sa917877"
"4028","Victor Martinez","- - -",1999-08-16,676001,"sa3002690"
"4029","Victor Medina","Royals (R)",2000-02-09,673205,"sa3003063"
"4030","Victor Mendez","Rockies (R)",2000-05-08,681622,"sa3006160"
"4031","Victor Mueses","Tigers (A-)",1995-10-13,656058,"sa828562"
"4032","Victor Munoz","Rays (R)",2000-12-25,678756,"sa3006381"
"4033","Victor Payano","Reds (AA)",1992-10-17,593633,"sa548111"
"4034","Victor Rodriguez","Diamondbacks (R)",2001-08-14,681181,"sa3006975"
"4035","Victor Romero","Orioles (A-)",1995-02-17,650377,"sa828748"
"4036","Victor Santos","Phillies (R)",2000-07-12,673257,"sa3003083"
"4037","Victor Sobil","Phillies (R)",1996-07-17,650808,"sa826780"
"4038","Victor Vargas","Phillies (R)",2000-09-03,678660,"sa3007724"
"4039","Victor Vasquez","Brewers (R)",1997-03-16,674469,"sa3003147"
"4040","Victor Villanueva","Cardinals (R)",2001-03-26,682743,"sa3008137"
"4041","Victor Vodnik","Braves (R)",1999-10-09,680767,"sa3008527"
"4042","Vijay Miller","- - -",1997-11-08,676671,"sa3004468"
"4043","Vince Arobio","White Sox (R)",1995-03-31,668879,"sa918614"
"4044","Vince Deyzel","Pirates (R)",1998-02-09,661434,"sa920268"
"4045","Vincenzo Aiello","- - -",1994-08-06,664027,"sa3004320"
"4046","Vinny Santarsiero","- - -",1993-12-10,671885,"sa948674"
"4047","Vitor Watanabe","Indians/Brewers (R)",2001-04-21,678872,"sa3006138"
"4048","Vladimir Gutierrez","Reds (AA)",1995-09-18,661269,"sa952977"
"4049","Wade Beasley","Brewers (R)",1999-12-14,681406,"sa3008460"
"4050","Walker Robbins","Cardinals (A-)",1997-11-18,666162,"sa918023"
"4051","Walker Sheller","- - -",1995-05-21,669907,"sa918177"
"4052","Walker Weickel","- - -",1993-11-14,608381,"sa657871"
"4053","Walner Polanco","Braves (R)",1996-12-24,672409,"sa3002936"
"4054","Walter Borkovich","- - -",1995-07-03,677420,"sa3004801"
"4055","Walter Ibarra","Mexican (AAA)",1987-11-01,503429,"sa314143"
"4056","Wander Cabrera","- - -",1997-11-07,660640,"sa873320"
"4057","Wander Feliz","- - -",1997-09-07,660692,"sa872834"
"4058","Wander Romero","- - -",1999-07-25,681187,"sa3008331"
"4059","Wanderson Linares","Rays (R)",1996-09-28,666716,"sa945004"
"4060","Wandisson Charles","- - -",1996-09-07,664301,"sa874818"
"4061","Wanly Perez","Royals (R)",2000-01-04,679353,"sa3006396"
"4062","Wardquelin Vasquez","Indians (R)",2001-07-25,679566,"sa3006502"
"4063","Wei-Chieh Huang","- - -",1993-09-26,658791,"sa872084"
"4064","Weilly Yan","Giants (R)",1996-01-30,650872,"sa828195"
"4065","Wellington Caceres","Yankees (R)",1996-01-29,667332,"sa916964"
"4066","Wellington Diaz","- - -",1997-04-25,670905,"sa3004579"
"4067","Wellington Nunez","- - -",1999-10-17,682425,"sa3006642"
"4068","Wender Oberto","Astros (R)",1999-12-09,673245,"sa3003075"
"4069","Wendolyn Bautista","- - -",1993-03-27,642664,"sa737042"
"4070","Wen-Hua Sung","Padres (A-)",1996-09-02,672354,"sa3006694"
"4071","Wennington Romero","Reds (A+)",1998-01-29,660717,"sa873220"
"4072","Werner Leal","- - -",1995-07-08,642582,"sa737001"
"4073","Wes Benjamin","- - -",1993-07-26,605138,"sa602914"
"4074","Wes Darvill","Dodgers (AA)",1991-09-10,571601,"sa501490"
"4075","Wes Helsabeck","- - -",1992-07-07,663434,"sa877362"
"4076","Wes Noble","- - -",1996-05-27,682542,"sa3007739"
"4077","Wes Robertson","- - -",1996-03-11,677226,"sa3004491"
"4078","Wes Torrez","- - -",1991-02-19,667927,"sa914205"
"4079","Wesley Rodriguez","Diamondbacks (A-)",1996-12-04,663718,"sa875566"
"4080","West Tunnell","- - -",1993-11-20,673360,"sa3002749"
"4081","Wikelman Ramirez","Rays (R)",2000-08-09,672491,"sa3002966"
"4082","Wil Crowe","- - -",1994-09-09,640444,"sa738488"
"4083","Wilber Diaz","Brewers (R)",2000-08-07,680615,"sa3008168"
"4084","Wilber Perez","- - -",1997-11-03,677802,"sa3005219"
"4085","Wilberson Liendo","Phillies (R)",1999-09-13,674347,"sa3002688"
"4086","Wilberto Rivera","Cardinals (R)",1999-04-26,669349,"sa3005193"
"4087","Wilfred Salaman","- - -",1997-10-05,670749,"sa921448"
"4088","Wilfredo Pereira","- - -",1999-04-26,668579,"sa917136"
"4089","Wilfredo Ramirez","Mexican (AAA)",1993-03-12,654034,"sa824990"
"4090","Wilfry Cruz","Diamondbacks (R)",1997-10-22,665815,"sa917190"
"4091","Wilfry Urena","Rays (R)",1999-01-20,679565,"sa3007901"
"4092","Wilger Camacho","Pirates (R)",1997-10-16,679919,"sa3006146"
"4093","Wilkel Hernandez","- - -",1999-04-13,665859,"sa918026"
"4094","Wilkelma Castillo","Giants (R)",2000-01-06,680580,"sa3008487"
"4095","Wilkin Baez","Dodgers (R)",1999-11-12,678387,"sa3005822"
"4096","Wilkin Ramos","Athletics (R)",2000-10-31,678576,"sa3006487"
"4097","Will Carter","- - -",1993-01-18,657203,"sa829689"
"4098","Will Changarotty","Cardinals (A-)",1995-10-19,642570,"sa737567"
